Date,D05.SI,U11.SI,O39.SI
2018-05-10,26.668031692504883,27.669612884521484,12.196110725402832
2018-05-11,27.250587463378906,28.299333572387695,12.205400466918945
2018-05-14,27.0194149017334,28.16575813293457,12.223976135253906
2018-05-15,26.705018997192383,28.108509063720703,12.131091117858887
2018-05-16,26.742006301879883,28.13713264465332,12.251843452453613
2018-05-17,26.67728042602539,28.18484115600586,12.26113224029541
2018-05-18,26.815982818603516,28.213462829589844,12.26113224029541
2018-05-21,27.18585777282715,28.251630783081055,12.345952033996582
2018-05-22,26.982425689697266,28.289794921875,12.270556449890137
2018-05-23,26.566314697265625,27.889062881469727,12.0443696975708
2018-05-24,26.769750595092773,28.13713264465332,12.24228286743164
2018-05-25,26.760501861572266,27.98447608947754,12.223434448242188
2018-05-28,26.95468521118164,27.94631004333496,12.24228286743164
2018-05-30,26.103971481323242,27.05897331237793,11.87473201751709
2018-05-31,26.233428955078125,26.849063873291016,11.818185806274414
2018-06-01,26.168699264526367,26.810901641845703,11.808761596679688
2018-06-04,26.631044387817383,27.27842140197754,12.034947395324707
2018-06-05,26.92694664001465,27.26888084411621,12.138614654541016
2018-06-06,26.649538040161133,27.03989028930664,12.063220024108887
2018-06-07,26.631044387817383,27.249797821044922,12.100916862487793
2018-06-08,26.3536376953125,26.73457145690918,11.855883598327637
2018-06-11,26.492340087890625,26.71548843383789,11.903005599975586
2018-06-12,26.33514404296875,26.581911087036133,11.818185806274414
2018-06-13,26.039241790771484,25.856775283813477,11.592000961303711
2018-06-14,25.530664443969727,25.71365737915039,11.431785583496094
2018-06-18,25.20702362060547,25.217512130737305,11.29041862487793
2018-06-19,25.059072494506836,25.379714965820312,11.177327156066895
2018-06-20,24.975852966308594,25.49420738220215,11.23387336730957
2018-06-21,24.994346618652344,25.312925338745117,11.186751365661621
2018-06-22,24.864887237548828,25.103017807006836,11.073657989501953
2018-06-25,24.652210235595703,25.017147064208984,10.932292938232422
2018-06-26,24.911123275756836,25.379714965820312,11.007688522338867
2018-06-27,24.605976104736328,25.150726318359375,10.838048934936523
2018-06-28,24.495012283325195,25.427419662475586,10.941716194152832
2018-06-29,24.605976104736328,25.53237533569336,10.969989776611328
2018-07-02,24.393295288085938,25.408336639404297,10.84747314453125
2018-07-03,24.180618286132812,25.50374984741211,10.809776306152344
2018-07-04,24.35630989074707,25.904483795166016,10.856898307800293
2018-07-05,24.069656372070312,25.84723472595215,10.838048934936523
2018-07-06,23.44087028503418,25.05531120300293,10.59301471710205
2018-07-09,23.773752212524414,25.293842315673828,10.658985137939453
2018-07-10,24.319320678710938,25.751821517944336,10.894596099853516
2018-07-11,24.051164627075195,25.379714965820312,10.677834510803223
2018-07-12,24.041915893554688,25.456043243408203,10.649561882019043
2018-07-13,24.273086547851562,25.332008361816406,10.649561882019043
2018-07-16,23.921707153320312,24.84540557861328,10.498770713806152
2018-07-17,24.051164627075195,24.73090934753418,10.4799222946167
2018-07-18,23.912458419799805,24.702285766601562,10.508194923400879
2018-07-19,24.134384155273438,25.07439613342285,10.602438926696777
2018-07-20,24.28233528137207,25.217512130737305,10.658985137939453
2018-07-23,24.041915893554688,25.0457706451416,10.574166297912598
2018-07-24,24.189865112304688,24.988523483276367,10.649561882019043
2018-07-25,24.476518630981445,25.656408309936523,10.988839149475098
2018-07-26,25.096059799194336,26.095308303833008,11.017111778259277
2018-07-27,25.022085189819336,26.06668472290039,10.988839149475098
2018-07-30,24.63371467590332,25.742280960083008,10.856898307800293
2018-07-31,24.735431671142578,25.780445098876953,10.904019355773926
2018-08-01,24.911123275756836,26.009437561035156,10.932292938232422
2018-08-02,24.50425910949707,25.475128173828125,10.68725872039795
2018-08-03,24.162126541137695,25.37017250061035,10.696683883666992
2018-08-06,24.41179084777832,25.885398864746094,10.913443565368652
2018-08-07,24.772418975830078,26.73457145690918,11.356389999389648
2018-08-08,24.59270477294922,27.03989028930664,11.309268951416016
2018-08-10,24.204896926879883,26.71548843383789,11.120780944824219
2018-08-13,23.83600616455078,26.352922439575195,10.904019355773926
2018-08-14,23.892759323120117,26.32377052307129,10.941716194152832
2018-08-15,23.864381790161133,26.294618606567383,10.893769264221191
2018-08-16,23.74142074584961,25.935083389282227,10.740336418151855
2018-08-17,23.73196029663086,26.05168914794922,10.759514808654785
2018-08-20,23.80763053894043,25.944801330566406,10.730745315551758
2018-08-21,23.63736915588379,26.139142990112305,10.72115707397461
2018-08-23,24.16706085205078,26.527830123901367,10.74992561340332
2018-08-24,23.779254913330078,26.10027503967285,10.701976776123047
2018-08-27,23.826547622680664,26.15857696533203,10.797874450683594
2018-08-28,24.025178909301758,26.56669807434082,11.008843421936035
2018-08-29,23.95897102355957,26.654151916503906,10.941717147827148
2018-08-30,23.902219772338867,26.284900665283203,10.95130729675293
2018-08-31,23.599538803100586,26.294618606567383,10.83623218536377
2018-09-03,23.599538803100586,26.022539138793945,10.788283348083496
2018-09-04,23.63736915588379,26.032257080078125,10.817051887512207
2018-09-05,23.16443634033203,25.59498405456543,10.644440650939941
2018-09-06,23.24956512451172,25.468658447265625,10.663619041442871
2018-09-07,23.003637313842773,25.410356521606445,10.60608196258545
2018-09-10,23.01309585571289,25.264598846435547,10.548544883728027
2018-09-11,22.927968978881836,25.13827896118164,10.500596046447754
2018-09-12,23.02255630493164,25.206296920776367,10.586902618408203
2018-09-13,23.202272415161133,25.361772537231445,10.682798385620117
2018-09-14,23.50495147705078,25.57554817199707,10.711566925048828
2018-09-17,23.448198318481445,25.23544692993164,10.596491813659668
2018-09-18,23.45765495300293,25.19658088684082,10.586902618408203
2018-09-19,23.74142074584961,25.24516487121582,10.663619041442871
2018-09-20,23.854921340942383,25.400638580322266,10.644440650939941
2018-09-21,24.62108039855957,25.750457763671875,10.826642036437988
2018-09-24,24.43190574645996,26.119709014892578,10.893769264221191
2018-09-25,24.44136619567871,26.24603271484375,10.980074882507324
2018-09-26,24.43190574645996,26.38207244873047,10.922538757324219
2018-09-27,24.535953521728516,26.090559005737305,10.893769264221191
2018-09-28,24.677833557128906,26.31405258178711,10.97048568725586
2018-10-01,24.564327239990234,26.284900665283203,10.980074882507324
2018-10-02,24.24272918701172,25.973953247070312,10.845821380615234
2018-10-03,24.545412063598633,26.129425048828125,10.922538757324219
2018-10-04,24.36569595336914,25.89621353149414,10.826642036437988
2018-10-05,24.37515640258789,25.944801330566406,10.730745315551758
2018-10-08,24.09139060974121,25.39092254638672,10.65402889251709
2018-10-09,23.892759323120117,25.274316787719727,10.596491813659668
2018-10-10,23.599538803100586,25.147993087768555,10.500596046447754
2018-10-11,22.994176864624023,24.51637840270996,10.241678237915039
2018-10-12,23.098224639892578,24.594114303588867,10.308804512023926
2018-10-15,23.15497589111328,24.46779441833496,10.222497940063477
2018-10-16,22.927968978881836,24.61355209350586,10.145781517028809
2018-10-17,23.16443634033203,24.905065536499023,10.318394660949707
2018-10-18,23.032012939453125,24.759307861328125,10.260855674743652
2018-10-19,22.946884155273438,24.61355209350586,10.27044677734375
2018-10-22,23.032012939453125,24.58439826965332,10.366342544555664
2018-10-23,22.67258071899414,24.19571304321289,10.126603126525879
2018-10-24,22.79554557800293,24.312318801879883,10.20331859588623
2018-10-25,22.426654815673828,24.244298934936523,10.164960861206055
2018-10-26,21.849672317504883,23.389188766479492,9.97316837310791
2018-10-29,21.78346061706543,23.46692657470703,9.992348670959473
2018-10-30,21.565908432006836,23.321168899536133,10.06906509399414
2018-10-31,22.190185546875,23.69042205810547,10.299215316772461
2018-11-01,22.65366554260254,23.962501525878906,10.692387580871582
2018-11-02,23.325233459472656,24.50666046142578,10.999255180358887
2018-11-05,22.700958251953125,23.952783584594727,10.8554105758667
2018-11-07,22.483407974243164,23.85561180114746,10.874589920043945
2018-11-08,22.691499710083008,24.156845092773438,11.056792259216309
2018-11-09,22.455028533935547,23.962501525878906,10.989665031433105
2018-11-12,22.246938705444336,23.79730987548828,10.903358459472656
2018-11-13,22.057764053344727,23.515514373779297,10.759514808654785
2018-11-14,21.94426155090332,23.4183406829834,10.682798385620117
2018-11-15,21.8969669342041,23.52522850036621,10.60608196258545
2018-11-16,22.057764053344727,23.709856033325195,10.701976776123047
2018-11-19,21.94426155090332,23.564098358154297,10.63485050201416
2018-11-20,21.66049575805664,23.175411224365234,10.366342544555664
2018-11-21,21.755083084106445,23.4183406829834,10.443058967590332
2018-11-22,21.755083084106445,23.204561233520508,10.356752395629883
2018-11-23,21.83075523376465,23.35032081604004,10.443058967590332
2018-11-26,22.31315040588379,23.933349609375,10.615671157836914
2018-11-27,22.41719627380371,24.098539352416992,10.673209190368652
2018-11-28,22.57799530029297,24.11797523498535,10.692387580871582
2018-11-29,22.8712158203125,24.3997745513916,10.778694152832031
2018-11-30,23.060386657714844,24.438642501831055,10.797874450683594
2018-12-03,23.750877380371094,25.24516487121582,11.123919486999512
2018-12-04,23.60899543762207,25.050823211669922,11.075971603393555
2018-12-05,23.31577491760254,25.011953353881836,11.018433570861816
2018-12-06,22.8333797454834,24.312318801879883,10.845821380615234
2018-12-07,22.852296829223633,24.14712905883789,10.769104957580566
2018-12-10,22.511783599853516,23.94306755065918,10.615671157836914
2018-12-11,22.218563079833984,23.67098617553711,10.596491813659668
2018-12-12,22.41719627380371,24.030521392822266,10.740336418151855
2018-12-13,22.625289916992188,24.18599510192871,10.826642036437988
2018-12-14,22.407737731933594,23.593250274658203,10.663619041442871
2018-12-17,22.644207000732422,24.215147018432617,10.874589920043945
2018-12-18,22.275314331054688,23.612682342529297,10.692387580871582
2018-12-19,22.294231414794922,23.67098617553711,10.682798385620117
2018-12-20,22.133434295654297,23.622400283813477,10.625260353088379
2018-12-21,22.180727005004883,23.661270141601562,10.615671157836914
2018-12-24,22.294231414794922,23.719573974609375,10.60608196258545
2018-12-26,22.019929885864258,23.35032081604004,10.500596046447754
2018-12-27,22.180727005004883,23.632118225097656,10.673209190368652
2018-12-28,22.256397247314453,23.709856033325195,10.692387580871582
2018-12-31,22.407737731933594,23.875045776367188,10.797874450683594
2019-01-01,22.407737731933594,23.875045776367188,10.797874450683594
2019-01-02,22.218563079833984,23.622400283813477,10.644440650939941
2019-01-03,21.840213775634766,23.311452865600586,10.577312469482422
2019-01-04,22.029390335083008,23.69042205810547,10.711566925048828
2019-01-07,22.464488983154297,24.244298934936523,10.903358459472656
2019-01-08,22.615829467773438,24.45807647705078,11.028023719787598
2019-01-09,22.927968978881836,24.827327728271484,11.13350772857666
2019-01-10,23.117143630981445,25.07025718688965,11.13350772857666
2019-01-11,23.438737869262695,25.352054595947266,11.171867370605469
2019-01-14,23.24010467529297,25.264598846435547,11.028023719787598
2019-01-15,23.665748596191406,25.750457763671875,11.200636863708496
2019-01-16,23.80763053894043,25.828195571899414,11.286942481994629
2019-01-17,23.722501754760742,25.692153930664062,11.248583793640137
2019-01-18,23.779254913330078,25.78932762145996,11.267763137817383
2019-01-21,23.656288146972656,25.682437896728516,11.248583793640137
2019-01-22,23.221189498901367,25.284034729003906,11.028023719787598
2019-01-23,22.852296829223633,24.93421745300293,10.912948608398438
2019-01-24,22.890132904052734,25.167428970336914,10.941717147827148
2019-01-25,22.90904998779297,25.147993087768555,10.999255180358887
2019-01-28,22.90904998779297,25.099409103393555,11.047203063964844
2019-01-29,22.90904998779297,24.807893753051758,10.932126998901367
2019-01-30,22.644207000732422,24.58439826965332,10.922538757324219
2019-01-31,22.625289916992188,24.477510452270508,11.037612915039062
2019-02-01,22.767169952392578,24.623268127441406,10.980074882507324
2019-02-04,22.8712158203125,24.535812377929688,10.912948608398438
2019-02-05,22.8712158203125,24.535812377929688,10.912948608398438
2019-02-07,23.01309585571289,24.564964294433594,11.018433570861816
2019-02-08,22.98472023010254,24.52609634399414,11.008843421936035
2019-02-11,23.041471481323242,24.623268127441406,11.056792259216309
2019-02-12,23.02255630493164,24.623268127441406,11.018433570861816
2019-02-13,23.552242279052734,25.225730895996094,11.171867370605469
2019-02-14,23.618453979492188,25.11884307861328,11.200636863708496
2019-02-15,23.448198318481445,24.953651428222656,11.047203063964844
2019-02-18,23.83600616455078,25.13827896118164,11.22940444946289
2019-02-19,23.74142074584961,25.07025718688965,11.162277221679688
2019-02-20,23.722501754760742,25.24516487121582,11.191046714782715
2019-02-21,23.46711540222168,25.24516487121582,11.095149993896484
2019-02-22,23.656288146972656,24.85647964477539,10.922538757324219
2019-02-25,23.817087173461914,24.67185401916504,10.86500072479248
2019-02-26,23.80763053894043,24.58439826965332,10.740336418151855
2019-02-27,23.788713455200195,24.496944427490234,10.72115707397461
2019-02-28,23.49549102783203,24.312318801879883,10.60608196258545
2019-03-01,23.722501754760742,24.292884826660156,10.644440650939941
2019-03-04,24.119768142700195,24.555248260498047,10.788283348083496
2019-03-05,24.053556442260742,24.438642501831055,10.740336418151855
2019-03-06,23.987346649169922,24.390056610107422,10.759514808654785
2019-03-07,23.94951057434082,24.45807647705078,10.740336418151855
2019-03-08,23.703584671020508,24.20543098449707,10.596491813659668
2019-03-11,23.760337829589844,24.098539352416992,10.577312469482422
2019-03-12,23.930591583251953,24.33175277709961,10.586902618408203
2019-03-13,23.618453979492188,24.19571304321289,10.577312469482422
2019-03-14,23.74142074584961,24.341468811035156,10.586902618408203
2019-03-15,23.779254913330078,24.52609634399414,10.673209190368652
2019-03-18,23.87384033203125,24.66213607788086,10.74992561340332
2019-03-19,24.044097900390625,24.837045669555664,10.807463645935059
2019-03-20,23.977888107299805,24.58439826965332,10.72115707397461
2019-03-21,24.015718460083008,24.496944427490234,10.711566925048828
2019-03-22,23.977888107299805,24.487228393554688,10.701976776123047
2019-03-25,23.760337829589844,24.244298934936523,10.53895378112793
2019-03-26,23.74142074584961,24.302600860595703,10.577312469482422
2019-03-27,23.74142074584961,24.244298934936523,10.510185241699219
2019-03-28,23.74142074584961,24.302600860595703,10.558134078979492
2019-03-29,23.864381790161133,24.477510452270508,10.596491813659668
2019-04-01,24.204896926879883,24.701005935668945,10.74992561340332
2019-04-02,24.658916473388672,25.011953353881836,10.884180068969727
2019-04-03,25.283191680908203,25.361772537231445,11.075971603393555
2019-04-04,25.396696090698242,25.663002014160156,11.152688026428223
2019-04-05,25.51966094970703,25.769893646240234,11.22940444946289
2019-04-08,25.368318557739258,25.750457763671875,11.238994598388672
2019-04-09,25.538578033447266,25.750457763671875,11.277353286743164
2019-04-10,25.510202407836914,25.808759689331055,11.238994598388672
2019-04-11,25.472368240356445,25.77960968017578,11.248583793640137
2019-04-12,25.51966094970703,25.925365447998047,11.258172988891602
2019-04-15,25.548036575317383,25.85734748840332,11.191046714782715
2019-04-16,25.689918518066406,25.90593147277832,11.210225105285645
2019-04-17,26.00205421447754,26.10999298095703,11.238994598388672
2019-04-18,25.91692543029785,26.04197120666504,11.286942481994629
2019-04-22,25.96422004699707,26.197444915771484,11.296531677246094
2019-04-23,25.93584442138672,26.226598739624023,11.34447956085205
2019-04-24,25.888551712036133,26.352922439575195,11.354068756103516
2019-04-25,25.775047302246094,26.275184631347656,11.286942481994629
2019-04-26,25.92638397216797,26.50839614868164,11.325301170349121
2019-04-29,26.8627986907959,27.178878784179688,11.622577667236328
2019-04-30,26.72092056274414,27.04283905029297,11.603399276733398
2019-05-02,26.67259979248047,27.062273025512695,11.64175796508789
2019-05-03,26.79823112487793,26.98453712463379,11.690630912780762
2019-05-06,25.6385555267334,25.301061630249023,11.231216430664062
2019-05-07,25.870487213134766,25.4478759765625,11.30941390991211
2019-05-08,25.686874389648438,25.183609008789062,11.182342529296875
2019-05-09,25.706199645996094,24.938919067382812,11.05527114868164
2019-05-10,25.657878875732422,25.066158294677734,11.133468627929688
2019-05-13,25.126361846923828,24.64529037475586,10.947748184204102
2019-05-14,25.22300148010254,24.596349716186523,10.937973022460938
2019-05-15,25.406620025634766,24.566987991333008,10.937973022460938
2019-05-16,25.686874389648438,24.625713348388672,10.967297554016113
2019-05-17,25.305673599243164,24.449535369873047,10.898873329162598
2019-05-21,25.159059524536133,24.30272102355957,10.840225219726562
2019-05-22,24.85605812072754,24.009092330932617,10.771801948547363
2019-05-23,24.621475219726562,24.05803108215332,10.752252578735352
2019-05-24,24.631248474121094,24.116756439208984,10.762027740478516
2019-05-27,24.494407653808594,24.17548370361328,10.742477416992188
2019-05-28,24.396663665771484,23.793764114379883,10.693603515625
2019-05-29,24.289146423339844,23.598012924194336,10.644730567932129
2019-05-30,24.044790267944336,23.38268280029297,10.49810791015625
2019-05-31,23.741785049438477,23.000965118408203,10.331936836242676
2019-06-03,23.51697540283203,23.089054107666016,10.351487159729004
2019-06-04,23.72223663330078,23.490346908569336,10.390585899353027
2019-06-06,23.702688217163086,23.451196670532227,10.331936836242676
2019-06-07,23.839527130126953,23.715463638305664,10.400361061096191
2019-06-10,23.966594696044922,23.86227798461914,10.488332748413086
2019-06-11,24.122983932495117,24.009092330932617,10.566532135009766
2019-06-12,24.142534255981445,24.08739471435547,10.556756973266602
2019-06-13,24.122983932495117,24.22442054748535,10.527433395385742
2019-06-14,24.250049591064453,24.45932388305664,10.537206649780273
2019-06-17,24.113208770751953,24.5767765045166,10.556756973266602
2019-06-18,24.240276336669922,25.056371688842773,10.703378677368164
2019-06-19,24.85605812072754,25.584901809692383,10.92819881439209
2019-06-20,25.237255096435547,25.663204193115234,10.986846923828125
2019-06-21,25.334999084472656,25.761079788208008,11.094369888305664
2019-06-24,25.188383102416992,25.310850143432617,11.025945663452148
2019-06-25,25.022220611572266,25.154247283935547,10.996622085571289
2019-06-26,24.90492820739746,25.1248836517334,10.996622085571289
2019-06-27,25.247028350830078,25.575115203857422,11.162793159484863
2019-06-28,25.374094009399414,25.575115203857422,11.143242835998535
2019-07-01,25.999650955200195,26.044923782348633,11.328964233398438
2019-07-02,25.901906967163086,25.986196517944336,11.28009033203125
2019-07-03,25.559804916381836,26.025346755981445,11.221441268920898
2019-07-04,25.471837997436523,25.907894134521484,11.231216430664062
2019-07-05,25.05154037475586,25.702354431152344,11.133468627929688
2019-07-08,24.79741096496582,25.516389846801758,11.05527114868164
2019-07-09,24.748538970947266,25.663204193115234,11.143242835998535
2019-07-10,24.826732635498047,25.84916877746582,11.221441268920898
2019-07-11,25.031993865966797,25.87853240966797,11.221441268920898
2019-07-12,25.198156356811523,25.96662139892578,11.250765800476074
2019-07-15,25.315446853637695,25.995983123779297,11.260540962219238
2019-07-16,25.403417587280273,26.03513526916504,11.240991592407227
2019-07-17,25.66732406616211,26.03513526916504,11.319189071655273
2019-07-18,25.716196060180664,26.093860626220703,11.28009033203125
2019-07-19,26.01919937133789,26.367916107177734,11.377838134765625
2019-07-22,25.960552215576172,26.230886459350586,11.377838134765625
2019-07-23,26.02897071838379,26.230886459350586,11.416937828063965
2019-07-24,26.04852294921875,26.230886459350586,11.4755859375
2019-07-25,26.302654266357422,26.40706443786621,11.504910469055176
2019-07-26,26.27332878112793,26.35812759399414,11.495135307312012
2019-07-29,26.038745880126953,26.172161102294922,11.446261405944824
2019-07-30,25.892131805419922,26.230886459350586,11.446261405944824
2019-07-31,25.81393814086914,25.83938217163086,11.28009033203125
2019-08-01,25.911680221557617,25.72193145751953,11.162793159484863
2019-08-02,25.657548904418945,25.4478759765625,10.95752239227295
2019-08-05,25.004989624023438,25.359786987304688,10.830450057983398
2019-08-06,24.599607467651367,25.115097045898438,10.771801948547363
2019-08-07,24.797353744506836,25.379364013671875,10.82067584991455
2019-08-08,24.658933639526367,25.496814727783203,10.840225219726562
2019-08-13,24.530397415161133,25.20318603515625,10.752252578735352
2019-08-14,24.7083683013916,25.350000381469727,10.850000381469727
2019-08-15,24.42163848876953,25.149999618530273,10.699999809265137
2019-08-16,24.42163848876953,25.040000915527344,10.630000114440918
2019-08-19,24.471073150634766,25.149999618530273,10.710000038146973
2019-08-20,24.4315242767334,24.989999771118164,10.6899995803833
2019-08-21,24.302989959716797,24.760000228881836,10.65999984741211
2019-08-22,24.312877655029297,24.81999969482422,10.6899995803833
2019-08-23,24.115129470825195,24.649999618530273,10.630000114440918
2019-08-26,23.818511962890625,24.450000762939453,10.539999961853027
2019-08-27,23.89760971069336,24.459999084472656,10.579999923706055
2019-08-28,23.74930191040039,24.40999984741211,10.510000228881836
2019-08-29,23.966821670532227,24.780000686645508,10.569999694824219
2019-08-30,24.25355339050293,24.959999084472656,10.649999618530273
2019-09-02,24.07558250427246,25.0,10.630000114440918
2019-09-03,24.07558250427246,24.93000030517578,10.649999618530273
2019-09-04,24.26344108581543,25.100000381469727,10.710000038146973
2019-09-05,24.35242462158203,25.260000228881836,10.770000457763672
2019-09-06,24.480960845947266,25.5,10.850000381469727
2019-09-09,24.490848541259766,25.540000915527344,10.819999694824219
2019-09-10,24.668821334838867,25.770000457763672,10.850000381469727
2019-09-11,24.965438842773438,26.3700008392334,11.0
2019-09-12,25.084087371826172,26.40999984741211,11.010000228881836
2019-09-13,25.271944046020508,26.40999984741211,11.100000381469727
2019-09-16,25.182958602905273,26.34000015258789,11.079999923706055
2019-09-17,25.014875411987305,26.25,11.029999732971191
2019-09-18,24.7479190826416,25.899999618530273,10.949999809265137
2019-09-19,24.7182559967041,25.700000762939453,10.90999984741211
2019-09-20,24.866565704345703,25.760000228881836,10.949999809265137
2019-09-23,24.629270553588867,25.559999465942383,10.850000381469727
2019-09-24,24.7578067779541,25.559999465942383,10.90999984741211
2019-09-25,24.451297760009766,25.3799991607666,10.770000457763672
2019-09-26,24.540285110473633,25.649999618530273,10.819999694824219
2019-09-27,24.619382858276367,25.68000030517578,10.819999694824219
2019-09-30,24.7182559967041,25.65999984741211,10.859999656677246
2019-10-01,24.955551147460938,25.899999618530273,10.989999771118164
2019-10-02,24.490848541259766,25.479999542236328,10.770000457763672
2019-10-03,24.293102264404297,25.329999923706055,10.710000038146973
2019-10-04,24.273326873779297,25.170000076293945,10.619999885559082
2019-10-07,24.40186309814453,25.31999969482422,10.680000305175781
2019-10-08,24.480960845947266,25.540000915527344,10.680000305175781
2019-10-09,24.322765350341797,25.360000610351562,10.609999656677246
2019-10-10,24.4315242767334,25.489999771118164,10.649999618530273
2019-10-11,24.619382858276367,25.920000076293945,10.739999771118164
2019-10-14,24.7182559967041,26.1200008392334,10.779999732971191
2019-10-15,24.658933639526367,25.950000762939453,10.779999732971191
2019-10-16,24.76769256591797,26.0,10.859999656677246
